,index,Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length
85,86,171162119680585_835477686582355,https://www.facebook.com/TarletonCOGS/posts/835477686582355,"Three types of resumes, and how to write one.",Link,,,8/17/16 5:43 AM, ,288,86,0,498,180,0,14,6,9,0,0,220,106,0,0,10,0,0,0,0,0,0,0,0,0,0
86,87,171162119680585_835470759916381,https://www.facebook.com/TarletonCOGS/posts/835470759916381,"Catch up with our weekly newsletter, The COGS Connection!",Link,,,8/16/16 5:32 PM, ,128,103,0,223,185,0,12,6,7,0,0,185,100,0,0,12,0,0,0,0,0,0,0,0,0,0
87,88,171162119680585_835465229916934,https://www.facebook.com/TarletonCOGS/posts/835465229916934,Networking is not just for business people. 13 Networking Mistakes You Need to Stop Making.  http://buff.ly/2bhTIdS,Link,,,8/16/16 6:18 AM, ,198,169,0,345,281,0,20,17,17,0,0,285,167,0,0,20,0,0,0,0,0,0,0,0,0,0
88,89,171162119680585_835455939917863,https://www.facebook.com/TarletonCOGS/posts/835455939917863,Mark your calendars!  Our next Financial Awareness Workshop is October 26th at the Stephenville campus.  #tarletongradschool,Status,,,8/15/16 5:52 PM, ,55,49,0,98,82,0,1,0,0,0,0,82,47,0,0,1,0,0,0,0,0,0,0,0,0,0
89,90,171162119680585_835453283251462,https://www.facebook.com/TarletonCOGS/posts/835453283251462,"""The way to get started is to quit talking and start doing."" -Walt Disney.  Do you have a favorite quote?  Contribute it to our Quote Bank! http://buff.ly/2b04B01",Link,,,8/15/16 8:31 AM, ,185,151,0,319,259,0,10,8,8,0,0,260,149,0,0,9,0,0,0,0,0,0,0,0,0,0
90,91,171162119680585_832452930218164,https://www.facebook.com/TarletonCOGS/posts/832452930218164,Meet faculty member Dr. Trinette Jones and learn more about her experience in the horse industry.  http://youtu.be/3BlMf5TMWmI,Link,,,8/12/16 5:52 PM, ,864,190,0,1428,311,0,42,29,45,0,0,352,201,0,0,14,0,0,0,0,0,0,0,0,0,0
91,92,171162119680585_833865816743542,https://www.facebook.com/TarletonCOGS/posts/833865816743542,"Portfolium goes live with Tarleton on Aug. 18th!  Connect with over 40,000 recruiters at organizations such as Nike, Disney, Google, Apple, and NBC.",Link,,,8/12/16 8:22 AM, ,1251,306,0,2259,531,0,108,31,41,0,0,750,389,0,0,38,0,0,0,0,0,0,0,0,0,0
92,93,171162119680585_832452536884870,https://www.facebook.com/TarletonCOGS/posts/832452536884870,Search the web for the best price on books with one click!  Watch our how-to video on our YouTube channel.,Link,,,8/12/16 5:50 AM, ,128,120,0,211,199,0,5,2,2,0,0,198,118,0,0,5,0,0,0,0,0,0,0,0,0,0
93,94,171162119680585_832443796885744,https://www.facebook.com/TarletonCOGS/posts/832443796885744:0,Don't buy that Office 365 subscription!  TSU students get it free!  More: http://buff.ly/2ayxPGo,Photo,,,8/11/16 6:34 AM, ,724,662,0,1770,1692,0,12,6,9,0,0,1325,481,0,0,10,0,0,0,0,0,0,0,0,0,0
94,95,171162119680585_832442866885837,https://www.facebook.com/TarletonCOGS/posts/832442866885837,4 non-annoying ways to follow up after an interview.  http://buff.ly/2b0TSCv,Link,,,8/11/16 5:31 AM, ,548,251,0,968,412,0,31,27,29,1,1,419,254,0,0,24,0,0,0,0,0,0,0,0,0,0
95,96,171162119680585_832435456886578,https://www.facebook.com/TarletonCOGS/posts/832435456886578:0,Is your research in need of rescue?  Our library is here to help!  Check out the Research Rescue guide here: http://buff.ly/2bhidVb,Photo,,,8/10/16 5:07 PM, ,593,581,0,1520,1505,0,9,7,10,0,0,1191,428,0,0,9,0,0,0,0,0,0,0,0,0,0
96,97,171162119680585_832436666886457,https://www.facebook.com/TarletonCOGS/posts/832436666886457:0,The COGS Catalog has answers to your questions!  Link to the catalog: http://buff.ly/2aJGXp6,Photo,,,8/10/16 6:11 AM, ,642,639,0,1762,1759,0,8,5,5,0,0,1364,451,0,0,8,0,0,0,0,0,0,0,0,0,0
97,98,171162119680585_832345720228885,https://www.facebook.com/TarletonCOGS/posts/832345720228885,"""An education is just another tool we can use to create paths towards success, but unlike the other tools an education also provides you with walking shoes."" - Jeff Pinkstaff. Grad Student, MPA.    Want to contribute to our Quote Bank?  Submit your contribution here:  http://buff.ly/2b04B01",Status,,,8/9/16 5:03 PM, ,174,153,0,274,242,0,6,2,2,0,0,247,150,0,0,5,0,0,0,0,0,0,0,0,0,0
98,99,171162119680585_831848980278559,https://www.facebook.com/TarletonCOGS/posts/831848980278559,Summer 16 Graduation,Photo,,,8/8/16 11:00 AM, ,1114,371,0,2010,720,0,153,95,827,0,0,403,175,0,0,40,0,0,0,0,0,0,0,0,0,0
99,100,171162119680585_830266097103514,https://www.facebook.com/TarletonCOGS/posts/830266097103514,College of Graduate Studies - Tarleton State University's cover photo,Photo,,,8/5/16 11:48 AM, ,123,84,0,196,143,0,16,8,16,0,0,143,84,0,0,15,0,0,0,0,0,0,0,0,0,0
100,101,171162119680585_1028029907314115,https://www.facebook.com/events/1028029907314115/,"*Note:  This event is for those graduating with their bachelor's degree in December.  Graduate studies will be visiting the event to discuss graduate studies at Tarleton.  If you are planning on graduating in December, please join us for the Graduation Workshop which will be held on Thursday, August 18th.     5:30 p.m.: MAC Lobby Students will sign in and receive their Graduation Workshop packets.   5:45p.m.: MAC 108 Students will hear information about the following: o    Graduation Application o    Ordering Regalia o    Josten's Ring Days o    Ticket Pick-Up o    Graduation 'Day-Of' o    Diploma Pick-up  6:00p.m.: MAC 108 -Students will hear information about the College of Graduate Studies from Graduate Recruiter; -Introduction of Graduate Advisors;  6:30p.m.: Bookstore Students are able to purchase Tarleton merchandise and order textbooks.",Status,,,8/5/16 11:16 AM, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,171162119680585_830133020450155,https://www.facebook.com/TarletonCOGS/posts/830133020450155,Want to be a leader?  Focus on these four traits.,Link,,,8/5/16 6:23 AM, ,49,49,0,102,102,0,3,2,2,0,0,91,42,0,0,3,0,0,0,0,0,0,0,0,0,0
102,103,171162119680585_828671207263003,https://www.facebook.com/TarletonCOGS/posts/828671207263003:0,"Mark your calendars!  Saturday, October 8th, is the GRE workshop at the Waco campus.  More details to come.",Photo,,,8/4/16 5:28 PM, ,371,371,0,719,719,0,1,1,1,0,0,275,135,0,0,1,0,0,0,0,0,0,0,0,0,0
103,104,171162119680585_828662137263910,https://www.facebook.com/TarletonCOGS/posts/828662137263910:0,"Did you know?  Tarleton students have free access to a resource called MyPlan.com. Resources include personality tests, skills assessments, and salary calculators. Find out more about your skills at www.tarleton.myplan.com.",Photo,,,8/4/16 5:59 AM, ,682,658,0,1364,1332,0,9,2,5,0,0,367,171,0,0,8,0,0,0,0,0,0,0,0,0,0
104,105,171162119680585_828664943930296,https://www.facebook.com/TarletonCOGS/posts/828664943930296,Check your admission status online!,Link,,,8/3/16 5:08 PM, ,49,48,0,87,86,0,2,0,0,0,0,84,46,0,0,2,0,0,0,0,0,0,0,0,0,0
105,106,171162119680585_829145773882213,https://www.facebook.com/TarletonCOGS/posts/829145773882213,Have questions about starting your journey as a Tarleton grad student?  Check out our list of frequently asked questions.,Link,,,8/3/16 9:04 AM, ,83,70,0,159,136,0,6,5,6,0,0,134,68,0,0,6,0,0,0,0,0,0,0,0,0,0
106,107,171162119680585_828657340597723,https://www.facebook.com/TarletonCOGS/posts/828657340597723,"Have you downloaded Blackboard Mobile Learn?  With custom settings, get instant access to your classes right from your mobile device.",Link,,,8/3/16 5:43 AM, ,65,46,0,159,104,0,5,3,4,0,0,106,43,0,0,2,0,0,0,0,0,0,0,0,0,0
107,108,171162119680585_828113670652090,https://www.facebook.com/TarletonCOGS/posts/828113670652090:0,Transform your resume with these resources from Career Services.  http://buff.ly/2apgYqK Career Services @ Tarleton,Photo,,,8/2/16 5:34 PM, ,553,547,0,1093,1084,0,4,2,2,0,0,357,168,0,0,4,0,0,0,0,0,0,0,0,0,0
108,109,171162119680585_828106010652856,https://www.facebook.com/TarletonCOGS/posts/828106010652856,"Sangeeta Jina, alum of the MSIS program, talks about her experience as a Tarleton graduate student. https://youtu.be/WUEwbLBW3TM",Link,,,8/2/16 5:09 AM, ,155,135,0,236,211,0,5,4,4,0,0,210,135,0,0,5,0,0,0,0,0,0,0,0,0,0
109,110,171162119680585_828103213986469,https://www.facebook.com/TarletonCOGS/posts/828103213986469,What happens when millenials become managers?  Interesting read on the changing workforce.  http://buff.ly/2aJKt61,Link,,,8/1/16 5:01 PM, ,151,151,0,238,238,0,3,3,4,0,0,236,149,0,0,3,0,0,0,0,0,0,0,0,0,0
110,111,171162119680585_828095460653911,https://www.facebook.com/TarletonCOGS/posts/828095460653911:0,Congratulations to our upcoming graduates!,Photo,,,8/1/16 9:23 AM, ,731,721,0,1373,1358,0,4,2,3,0,0,616,316,0,0,4,0,0,0,0,0,0,0,0,0,0
111,112,171162119680585_826648457465278,https://www.facebook.com/TarletonCOGS/posts/826648457465278,"New grad student?  In our latest blog post, read some words of advice from a current grad student who is finishing her first semester.",Link,,,7/29/16 11:39 AM, ,398,315,0,663,555,0,30,29,29,0,0,553,314,0,0,28,0,0,0,0,0,0,0,0,0,0
112,113,171162119680585_824472031016254,https://www.facebook.com/TarletonCOGS/posts/824472031016254:0,It's hard to believe that the summer semester is almost over!  Good luck with upcoming final exams!,Photo,,,7/29/16 8:55 AM, ,1010,939,0,2169,2059,0,11,5,7,0,0,1037,397,0,0,5,0,0,0,0,0,0,0,0,0,0
113,114,171162119680585_824461417683982,https://www.facebook.com/TarletonCOGS/posts/824461417683982:0,"PDF, URL, VPN, FTP . . . Brush up on your tech talk with this glossary of terms.  http://buff.ly/2ae1app",Photo,,,7/28/16 5:31 PM, ,840,801,0,1804,1756,0,13,9,17,0,0,1068,419,0,0,8,0,0,0,0,0,0,0,0,0,0
114,115,171162119680585_824459081017549,https://www.facebook.com/TarletonCOGS/posts/824459081017549:0,Learn more about Six Sigma cert. in our fully online Quality Engineering Management program. http://buff.ly/2arRLv6,Photo,,,7/28/16 5:24 AM, ,843,838,0,1757,1749,0,3,2,3,0,0,927,371,0,0,3,0,0,0,0,0,0,0,0,0,0
115,116,171162119680585_824457741017683,https://www.facebook.com/TarletonCOGS/posts/824457741017683:0,"Courses on executive writing, writing for engineers & professionals.  See page 28. http://buff.ly/2adZtrK",Photo,,,7/27/16 5:18 PM, ,810,810,0,1731,1731,0,5,5,8,0,0,962,381,0,0,4,0,0,0,0,0,0,0,0,0,0
116,117,171162119680585_824450437685080,https://www.facebook.com/TarletonCOGS/posts/824450437685080:0,You can access the resources of the writing center online!  Find out how: http://buff.ly/2a7TznG,Photo,,,7/27/16 5:53 AM, ,931,926,0,2029,2022,0,8,6,11,0,0,1017,391,0,0,8,0,0,0,0,0,0,0,0,0,0
117,118,171162119680585_824447797685344,https://www.facebook.com/TarletonCOGS/posts/824447797685344:0,Did you study abroad this year?  Share your photos in the photo contest!  See more: http://buff.ly/2a8PQJM,Photo,,,7/26/16 5:46 PM, ,746,746,0,1679,1679,0,5,5,6,0,0,1049,408,0,0,5,0,0,0,0,0,0,0,0,0,0
118,119,171162119680585_824444257685698,https://www.facebook.com/TarletonCOGS/posts/824444257685698:0,Attend professional conferences with the help of student travel grants!  Learn more here: http://buff.ly/2arKqMb,Photo,,,7/26/16 5:38 AM, ,733,733,0,1582,1582,0,3,3,3,0,0,980,373,0,0,3,0,0,0,0,0,0,0,0,0,0
119,120,171162119680585_824442174352573,https://www.facebook.com/TarletonCOGS/posts/824442174352573:0,New grad student? Congratulations! Read our orientation guide to learn about 1st steps.  http://buff.ly/2arIZgD,Photo,,,7/25/16 5:32 PM, ,980,937,0,2149,2094,0,10,8,10,0,0,1150,413,0,0,10,0,0,0,0,0,0,0,0,0,0
120,121,171162119680585_824436751019782,https://www.facebook.com/TarletonCOGS/posts/824436751019782:0,Learn more about our new Applied Psychology program that starts this fall.  http://buff.ly/2a0wMet,Photo,,,7/25/16 9:21 AM, ,561,560,0,1298,1297,0,3,2,3,0,0,932,356,0,0,3,0,0,0,0,0,0,0,0,0,0
121,122,171162119680585_824424541021003,https://www.facebook.com/TarletonCOGS/posts/824424541021003,Our weekly newsletter is now fully online!  Check it out: http://buff.ly/2a8EWna,Link,,,7/25/16 6:31 AM, ,113,113,0,193,193,0,6,5,6,0,0,188,111,0,0,6,0,0,0,0,0,0,0,0,0,0
122,123,171162119680585_823039991159458,https://www.facebook.com/TarletonCOGS/posts/823039991159458,"Would you be interested in assisting International Programs at the upcoming graduation ceremonies by carrying a flag?  All graduating students' countries of citizenship will be represented in a colorful procession of flags that celebrates the diversity of our student body. If so, sign up here! http://goo.gl/forms/Uj57gySiwOSrSXgH2",Link,,,7/22/16 9:18 AM, ,480,113,0,876,195,0,26,23,27,0,0,196,112,0,0,7,0,0,0,0,0,0,0,0,0,0
123,124,171162119680585_822981434498647,https://www.facebook.com/TarletonCOGS/posts/822981434498647,Just how much can a master's degree impact your career?  Check out this article by Forbes.  http://buff.ly/29TdcQF,Link,,,7/22/16 6:24 AM, ,373,191,0,692,320,0,34,33,40,0,0,345,203,0,0,22,0,0,0,0,0,0,0,0,0,0
124,125,171162119680585_819675831495874,https://www.facebook.com/TarletonCOGS/posts/819675831495874,Take your education even one step further.  Check out our unique continuing education opportunities! http://buff.ly/29WYpKd,Link,,,7/19/16 5:43 AM, ,67,67,0,111,111,0,2,2,2,0,0,107,65,0,0,2,0,0,0,0,0,0,0,0,0,0
125,126,171162119680585_819675041495953,https://www.facebook.com/TarletonCOGS/posts/819675041495953,"""My degree is the gateway to __.""  Watch our new graduation shout-out video for some Monday morning motivation. #MotivationalMonday http://buff.ly/2a4n9zJ",Link,,,7/18/16 5:41 AM, ,328,252,0,517,425,0,15,11,11,0,0,421,250,0,0,14,0,0,0,0,0,0,0,0,0,0
126,127,171162119680585_817606445036146,https://www.facebook.com/TarletonCOGS/posts/817606445036146,"Weekend plans? Check out these Texas pools, parks, and trails that are off the beaten path.  http://buff.ly/29twjAo",Link,,,7/15/16 3:52 PM, ,359,334,0,595,565,0,18,16,18,0,0,561,333,0,0,18,0,0,0,0,0,0,0,0,0,0
127,128,171162119680585_817604311703026,https://www.facebook.com/TarletonCOGS/posts/817604311703026,How much car can you afford?  Use the car loan calculator and other helpful tools available here: http://www.tarleton.edu/finaid/FinancialLiteracy/FinancialLiteracy.html,Link,,,7/15/16 5:44 AM, ,39,39,0,70,70,0,1,1,1,0,0,67,37,0,0,1,0,0,0,0,0,0,0,0,0,0
128,129,171162119680585_817602455036545,https://www.facebook.com/TarletonCOGS/posts/817602455036545,Great tips for writing! http://buff.ly/29K8TcN,Link,,,7/14/16 5:39 PM, ,53,51,0,85,83,0,2,1,1,0,0,80,49,0,0,2,0,0,0,0,0,0,0,0,0,0
129,130,171162119680585_817598511703606,https://www.facebook.com/TarletonCOGS/posts/817598511703606,Is an educational day trip in your summer plans? Learn about Texas industrial history at the Gordon Center in Thurber.  http://www.tarleton.edu/gordoncenter/index.html,Link,,,7/14/16 5:25 AM, ,155,155,0,244,244,0,3,3,3,0,0,241,153,0,0,3,0,0,0,0,0,0,0,0,0,0
130,131,171162119680585_817576895039101,https://www.facebook.com/TarletonCOGS/posts/817576895039101,Q. What do you say when you see an empty parrot cage? A. Polygon!  Who says math isn't fun?  More math jokes: http://buff.ly/29HNxOr #humpdayhumor,Link,,,7/13/16 5:47 PM, ,205,184,0,314,292,0,4,3,4,0,0,289,182,0,0,4,0,0,0,0,0,0,0,0,0,0
131,132,171162119680585_818647144932076,https://www.facebook.com/TarletonCOGS/videos/818647144932076/,Applying to Grad School,Video,,,7/13/16 12:58 PM, ,298,294,0,584,580,0,9,8,10,0,0,440,215,0,0,8,2,2,0,0,36,38,0,0,0,2345604
132,133,171162119680585_818590338271090,https://www.facebook.com/TarletonCOGS/videos/818590338271090/,Paying for Grad School: Financial Aid and Scholarships,Video,,,7/13/16 10:01 AM, ,321,315,0,623,614,0,14,13,21,0,0,471,226,0,0,12,0,0,0,0,69,75,1,1,0,2203822
133,134,171162119680585_818542948275829,https://www.facebook.com/TarletonCOGS/videos/818542948275829/,,Video,,,7/13/16 8:36 AM, ,395,385,0,756,745,0,16,14,19,0,0,566,280,0,0,16,9,9,0,0,76,78,1,1,0,33155
134,135,171162119680585_818542331609224,https://www.facebook.com/TarletonCOGS/videos/818542331609224/,,Video,,,7/13/16 8:34 AM, ,292,291,0,534,530,0,8,7,8,0,0,380,195,0,0,8,2,2,0,0,31,31,0,0,0,91825
135,136,171162119680585_818535031609954,https://www.facebook.com/TarletonCOGS/videos/818535031609954/,Applying to Grad School,Video,,,7/13/16 8:12 AM, ,453,321,0,855,642,0,12,8,13,0,0,489,235,0,0,8,2,2,0,0,104,106,0,0,0,73695
136,137,171162119680585_818533624943428,https://www.facebook.com/TarletonCOGS/videos/818533624943428/,Applying to Grad School,Video,,,7/13/16 8:08 AM, ,299,291,0,552,536,0,10,7,10,0,0,415,213,0,0,10,4,4,0,0,38,39,0,0,0,79401
137,138,171162119680585_818530204943770,https://www.facebook.com/TarletonCOGS/videos/818530204943770/,Applying to Grad School,Video,,,7/13/16 8:02 AM, ,302,295,0,566,560,0,15,12,16,0,0,421,209,0,0,14,3,3,0,0,65,67,0,0,0,302958
138,139,171162119680585_818530014943789,https://www.facebook.com/TarletonCOGS/posts/818530014943789,"We are preparing to go live with our first session of today's open house, ""Applying to Grad School."" See you soon!",Status,,,7/13/16 7:55 AM, ,16,16,0,35,35,0,0,0,0,0,0,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0
139,140,171162119680585_817583131705144,https://www.facebook.com/TarletonCOGS/posts/817583131705144,"Today is our Beyond a Bachelor's Open House in Stephenville!  Stop by and see us, or join in our sessions on Facebook Live! 10, noon, and 3.",Status,,,7/13/16 6:10 AM, ,27,27,0,51,51,0,3,0,0,0,0,50,26,0,0,3,0,0,0,0,0,0,0,0,0,0
140,141,171162119680585_817582401705217,https://www.facebook.com/TarletonCOGS/posts/817582401705217,Listen to tomorrow's open house sessions via Zoom or FB Live. RSVP for connection info.  http://buff.ly/29DBfWG,Link,,,7/12/16 2:07 PM, ,24,24,0,61,61,0,1,1,1,0,0,60,23,0,0,1,0,0,0,0,0,0,0,0,0,0
141,142,171162119680585_818065174990273,https://www.facebook.com/TarletonCOGS/posts/818065174990273,"Zoom connections have been posted for tomorrow's sessions.  Join us and learn about applying to grad school, as well as about financial aid and scholarships!",Link,,,7/12/16 9:49 AM, ,23,23,0,56,56,0,0,0,0,0,0,53,20,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,171162119680585_817576378372486,https://www.facebook.com/TarletonCOGS/posts/817576378372486,Listen to Dr. Higgins discuss grad student research in Biology on Faculty Unscripted. http://buff.ly/29CfJCG,Link,,,7/12/16 5:45 AM, ,28,28,0,53,53,0,1,1,1,0,0,50,25,0,0,1,0,0,0,0,0,0,0,0,0,0
143,144,171162119680585_817556238374500,https://www.facebook.com/TarletonCOGS/posts/817556238374500:0,Motivation for Monday!,Photo,,,7/11/16 5:11 PM, ,475,473,0,1005,1003,0,3,1,2,0,0,411,186,0,0,3,0,0,0,0,0,0,0,0,0,0
